"genes","logFC","logCPM","PValue","FDR"
"TMEM51",0.329834064392335,1.6391941871693,0.541427543853032,0.744608239198923
"MTLN",-0.191100050313455,6.48172138048358,0.541586457896457,0.744681941853668
"RHBDD2",0.104199194028612,5.4652319676757,0.541601259908584,0.744681941853668
"ZNF34",-0.2939993101347,1.61825153307616,0.541690360390007,0.744681941853668
"CSRNP1",0.160906448910541,5.31250777723787,0.541702667951118,0.744681941853668
"GAGE12C",0.157844906778685,8.50827831187542,0.541778600855493,0.744710188826719
"ALDH18A1",-0.144268461305285,4.54919318504019,0.541884251999769,0.744741853299003
"CXCL1",0.401407357594122,4.41558826153878,0.541912412068827,0.744741853299003
"COX16",0.115389480598762,6.33156623564623,0.542056401093672,0.744863604405264
"BLTP3B",0.135814934063576,3.58458713078539,0.542293367362193,0.745092832637363
"UBE3B",-0.114532563403524,4.48226634563498,0.542334043806476,0.745092832637363
"SH3TC1",-0.220740785203048,4.6289850324631,0.54253320648847,0.745290303886797
"TEN1",-0.153352445390565,3.74596188682547,0.542666888775626,0.745323530043406
"PDCD11",0.123147385005737,4.20196763450029,0.542723224742212,0.745323530043406
"IST1",-0.102052894953331,6.11223142864902,0.542723686051985,0.745323530043406
"PM20D2",0.155608588491903,3.63623870729631,0.542892256898261,0.745478889527576
"C18orf21",0.121777243512424,4.40492720102466,0.542989473772483,0.745536246742041
"VDAC3",0.164259698074114,7.1776087171665,0.543346897787529,0.745927812457043
"MRPL43",-0.116858191064497,6.05738994574255,0.543408881049623,0.745927812457043
"ZBTB8OS",0.1065834615297,4.97129599016135,0.543516788835578,0.745927812457043
"POP4",0.1337752551083,5.28013911310644,0.543541098486843,0.745927812457043
"ALX1",-0.178023565154414,2.89896486236568,0.543552038260754,0.745927812457043
"HNRNPH2",-0.121729285647201,5.86636434654935,0.543628366472572,0.74595642571591
"TSNARE1",-0.397321852582291,1.79286197956978,0.544201699678918,0.746577608617741
"ENSG00000229425",-0.510924389262654,0.934075455302152,0.544225613269655,0.746577608617741
"ANKRD24",-0.313884679540917,2.22648655798457,0.544303021108828,0.746577608617741
"ZBTB3",-0.339977037147852,1.0193062738565,0.544303160589002,0.746577608617741
"ENSG00000289294",0.158370453255994,2.43616220191933,0.544475504452408,0.746737824649844
"CBLB",0.224416214672245,2.5876069868437,0.54459805201386,0.746829720283361
"RAP1B",0.113960852632297,6.47599509581445,0.544670834280655,0.74684698313164
"TMEM126A",-0.139738632169657,5.53462192169425,0.544746908041883,0.74684698313164
"BAG4",-0.159894476750112,3.46407929343245,0.544777272836169,0.74684698313164
"MPZL3",0.30902001720153,1.45594194106901,0.544875834811162,0.746863998071315
"ENSG00000274104",-0.361037702348362,0.877528185496874,0.544952183211679,0.746863998071315
"ENSG00000290993",-0.279554792365879,1.43228635396004,0.545030237758536,0.746863998071315
"ASPA",0.279786819936087,3.8283749657189,0.545035342122596,0.746863998071315
"NDUFA4",-0.176994535708733,10.9747546361656,0.54506741135459,0.746863998071315
"ETNK1",0.130769268122592,3.653268671283,0.545390927236751,0.747231139965901
"ENSG00000250049",-0.277598502565057,1.18919082972584,0.545486285043352,0.747285643269781
"CNOT6L",-0.156935044736205,2.95969199099287,0.545862309455102,0.74772459381961
"SPACA6",0.215878135740513,1.93831227080656,0.545954507274383,0.747774707630779
"HLA-A",0.131064626944068,10.0939816785109,0.546060968892645,0.747832581500222
"MYBPH",0.423235079357626,2.73741133297076,0.546107996262879,0.747832581500222
"MSC",0.297727435688344,5.44975084337006,0.546285032389724,0.747998833555216
"OTULIN",0.153600121312761,3.23437368160852,0.546456455847926,0.748109771528761
"THAP7-AS1",-0.224669815308564,2.27624241374368,0.546477329760188,0.748109771528761
"ALKBH4",-0.14911640555575,3.8811057604767,0.546715684260288,0.7482876744938
"LINC00621",-0.268547760894571,1.51622734845848,0.546718586511013,0.7482876744938
"VMP1",0.178912490019623,7.88936110585868,0.547463658178594,0.749231180444721
"ZNF839",0.33195884759567,1.81669279800337,0.547541029282193,0.749254506043507
"MCRS1",-0.111314115271921,4.85398624287716,0.547592148660534,0.749254506043507
"TSTD2",0.238624490143165,2.58727203077753,0.547824053399875,0.749485230871873
"FIG4",-0.17932870251374,2.82710819261514,0.547872254517302,0.749485230871873
"THAP1",-0.167083028707489,3.32046101707732,0.547994016353977,0.749575538544819
"SPMIP4",-0.207896119589343,2.34185863059461,0.548092384303213,0.749633831689656
"CDK13",-0.131057583107524,4.42965625764533,0.5482222142397,0.749735139612186
"SPIN2B",0.270050302889081,2.9431631465036,0.548415928762094,0.749923785023403
"SUDS3",0.132341604648419,3.56101431455034,0.548557028475099,0.750015084436841
"LINC00472",-0.263552907757134,2.28103791900709,0.548594255201274,0.750015084436841
"CCDC6",0.169296928224139,4.5010410998318,0.548696895179322,0.750079143206706
"C17orf114",-0.395168449815132,1.00679699195242,0.548813923110385,0.750162855559849
"FAM221A",-0.180161608095562,3.22426432903223,0.548900610799811,0.750205083636335
"LUZP1",0.126808601476868,4.24532416815127,0.549263811136099,0.75062518594735
"TMEM98",0.178179892772723,3.74192920882002,0.549339389663392,0.750652178192476
"METTL15",-0.146754787134552,3.5953907876716,0.549553061135763,0.750867844734424
"ENSG00000278932",-0.158583832002981,5.2392764325245,0.549644795827317,0.750916879160141
"MRPS22",0.144492696668399,5.98310770001776,0.549926449315818,0.751225341613379
"ZNF561-AS1",0.166995271536185,3.62425290075883,0.55036701909811,0.751594408669767
"GAS8",0.212793013193755,3.61318353036976,0.550375293035241,0.751594408669767
"UFM1",0.11730586149599,5.83658454536092,0.550467564288558,0.751594408669767
"SPEN-AS1",-0.158327923367115,2.91723964138533,0.550499741716711,0.751594408669767
"NADK",-0.0969481899476155,5.70256606519406,0.550506701480131,0.751594408669767
"KLLN",0.28493156362538,1.11205180421471,0.55053200438707,0.751594408669767
"ENSG00000291075",-0.215050930148318,3.18052476722847,0.550734863519049,0.751795022830166
"PCF11",-0.120316863273642,4.17468019854776,0.550998523107155,0.752078585087687
"MIRLET7A1HG",0.232289715859132,3.81136704413071,0.551248650315385,0.752343620801935
"MT-CO1",0.434307483414931,14.5427794153573,0.551525449683255,0.752645001161173
"EIF4EBP1",0.172930833306536,6.50918334594724,0.551717241826095,0.752788749631275
"MED29",-0.155368607975916,4.88736109932944,0.551791790078344,0.752788749631275
"FTH1",-0.155167619989144,13.0342532645846,0.551798744337784,0.752788749631275
"TMEM182",0.382922422116939,1.24081425955919,0.55187152655804,0.752811661367496
"SERPINH1",0.161842327816878,5.00143468063953,0.552024807005709,0.752944365489832
"IRF5",-0.288725448022126,1.31740774362256,0.552118640730442,0.752956361727509
"RRP1",0.160947869152894,4.33382473211516,0.552199184171487,0.752956361727509
"TGOLN2",0.131764942491616,5.72587163609356,0.552201597723856,0.752956361727509
"PPIG",0.125023759832795,4.44031989565862,0.55232693178093,0.753006990049556
"POLR2M",0.111093989051036,4.78718491123788,0.552350732028765,0.753006990049556
"TNS3",-0.207141618410611,6.32308312181588,0.552716407266833,0.753357811325125
"YAF2",-0.140215458185934,3.90162939874488,0.552720125592916,0.753357811325125
"ZNF641",-0.186265966867608,2.7255792686742,0.553218181478148,0.753895485163119
"ELFN2",-0.447300977467334,1.39486709626343,0.553226740451026,0.753895485163119
"MRPS18B",-0.14489037496746,6.88323655112498,0.5533889543425,0.754040117560727
"GLYR1",-0.0994253861965717,5.3023541783083,0.553519613970877,0.754141729603041
"PAM",-0.166570089505724,6.75682786322417,0.553618275333384,0.754196785020408
"DSTNP2",-0.280711008920494,1.34792352350201,0.553672204740179,0.754196785020408
"STXBP5",0.18747785810652,2.84627156500803,0.553868288905428,0.754320599211093
"ACBD5",0.124162383840022,4.85087713096972,0.553915382321561,0.754320599211093
"EEF1AKMT2",-0.219312901445024,3.09383916197942,0.55393139942067,0.754320599211093
"TXLNG",0.157012172416496,3.72834515006208,0.554048169491941,0.754403208808975
"ZCWPW1",-0.253569812932709,2.09363453572517,0.554131347518849,0.754440066700935
"MAT2A",0.231167270688332,6.79400366834983,0.554188210590373,0.754441093408744
"HIPK1",-0.145269341851552,3.8936519449497,0.554410679790197,0.754636915945636
"INO80D-AS1",0.208321306625665,2.40766144877832,0.554444302590133,0.754636915945636
"SYCE3",0.258973148831012,1.65064585857774,0.554563897826573,0.754723296576529
"LSM1",-0.107057029332945,5.58865952404686,0.555079993458801,0.755349214861557
"ZBED1",-0.113435503136844,4.44618940088281,0.555162152238123,0.755368756759362
"TRIM56",0.113068321583628,5.22960393506933,0.555206710029212,0.755368756759362
"ARMCX1",0.220378279599392,3.6789896792828,0.555408681149698,0.755446281366998
"TINF2",0.124215579444905,4.61252994686369,0.555423477940159,0.755446281366998
"ETHE1",-0.145090177539634,5.83065111819937,0.555432242867332,0.755446281366998
"MYL6",0.122791076424172,9.62200353237093,0.555539034676963,0.75547295880814
"SLC2A12",-0.294538194557715,1.43325545966198,0.555564228521113,0.75547295880814
"MTDHP1",-0.530213368033512,0.879359724189883,0.555647893847771,0.755510322649119
"MECP2",-0.141764764886933,3.76260418234629,0.555834654199116,0.75567387656011
"GCN1",-0.110306345746661,5.11268933823842,0.5558805825566,0.75567387656011
"IFNLR1",-0.312081187767406,1.30529250610624,0.556021795233361,0.755789431733499
"CALR",-0.161904122180665,9.42282704441487,0.556189276067008,0.755940665722935
"LINC01885",0.329130192704057,1.18853410136703,0.556258639987182,0.755958527720603
"SIM2",-0.269207054309565,1.68363661173266,0.556423735785397,0.756061664363087
"NUDCD3",-0.119322840255109,5.26924154888018,0.5564469902229,0.756061664363087
"IRF8",0.229120791640435,2.46660983489339,0.556550530383355,0.75612594033895
"ENSG00000278600",0.34227585855068,0.985982208403798,0.557020711407317,0.756688268901069
"SOWAHCP5",-0.342218348219914,1.76749583966106,0.557260919967322,0.756866238924442
"ATP5MG",-0.167113093030315,9.20687254087978,0.557313259286979,0.756866238924442
"NT5C3A",0.152573330411653,5.10694149570342,0.55732058839736,0.756866238924442
"ZBTB40",-0.142225097770943,2.63307970822733,0.557604156050151,0.757174861871372
"DUSP28",0.234067654757548,2.16052438487932,0.557794944075896,0.757233556363997
"EIF3L",0.109361762909373,7.61033196917597,0.557808906927452,0.757233556363997
"APOO",0.203318355404102,5.62693373866591,0.557816330193767,0.757233556363997
"SLC27A3",0.151526567298554,5.22912404870841,0.557891585134982,0.757259262439427
"MAB21L3",0.157102828150131,5.26285324320598,0.557957051085657,0.757271677490435
"HSPA2",-0.37138546615896,1.04286456460494,0.558194733404519,0.757510987806817
"KDSR-DT",-0.41532027011887,1.21481944035112,0.558363741703715,0.757510987806817
"VTI1B",-0.105544103132636,6.09041475352976,0.55836837975277,0.757510987806817
"WBP1",-0.140208996067932,5.68353376110535,0.558378949237142,0.757510987806817
"WIZ",0.11472464545955,4.73550517075897,0.55841506106955,0.757510987806817
"MVB12A",-0.148396071538173,5.33737787489609,0.558577355109326,0.757654707636437
"ACAD8",-0.145001428944017,4.51713073003563,0.558706043124152,0.757752819835318
"PLEKHA2",-0.127665469485628,3.69600379198414,0.558790091205375,0.757790374820724
"ENSG00000289106",0.280615638026497,1.77543658028261,0.558888351756315,0.757814992619222
"CD99",-0.125315611795803,7.48032697688549,0.55892096398965,0.757814992619222
"UBE2D2",-0.108729269328832,6.43091937273646,0.55906947404029,0.757926353825038
"FNBP1L",-0.112119291582554,4.74971953932216,0.559123877918039,0.757926353825038
"SEPTIN2",0.103461615724224,7.30476588359828,0.559172202137764,0.757926353825038
"RHPN2",-0.137616592498836,3.65079410550419,0.559542399059146,0.758351688111005
"UFSP2",-0.113200323699175,4.216286564087,0.559692942088036,0.758479268223718
"ABCA2",-0.204341819218229,5.33583475713745,0.55983698754022,0.758598018186617
"PSMD7",0.119054538341579,6.51478933516639,0.560051556441928,0.758812296243265
"AGPAT4",-0.331515715860871,1.46478780415092,0.560190032190815,0.758923443107072
"HNRNPC",0.106753051928558,7.65624587291228,0.560378489352531,0.759102273608114
"SMARCC2",0.10649144273188,4.58871638564342,0.56056772704861,0.759282125304283
"CFL2",-0.102626292432429,6.36297507490733,0.560708281064379,0.759332872575813
"GEMIN7",-0.133117302972768,4.5883569823007,0.560718138614105,0.759332872575813
"ZNF528-AS1",0.288387495370131,1.47223801638152,0.561120289009759,0.759773842062247
"POC1B",0.147067458148218,2.68816071570254,0.561158136154793,0.759773842062247
"GTF3C2",-0.102743770456188,4.81036647993633,0.561213282713241,0.759773842062247
"USP45",0.182249136661554,3.23706923780943,0.561377041633645,0.75991902766596
"MLLT3",-0.176334730735308,3.54048068526383,0.561523973000712,0.760041407385501
"FUT4",0.281989325851075,2.23797119508212,0.561638513956249,0.760119925380546
"WASH2P",0.115693195918073,5.46557455583608,0.561702133404731,0.760129517487924
"HEXB",-0.128575110913126,7.25586488152223,0.561929728038652,0.760360986535948
"RAB5IF",0.117445824573556,8.23098762440784,0.562303788827248,0.760790576028495
"SAMD8",0.209484760029609,2.77471286119768,0.562367984722876,0.760800877611811
"SPIN1",0.117152999385196,4.58041605063524,0.562506379562791,0.76091154724359
"RAB35-AS1",0.319104209807386,1.68098560808612,0.562650029335222,0.760912175664099
"COL4A5",0.140305842254353,5.38881296439336,0.562650140019123,0.760912175664099
"ATP1B1",-0.253399168458995,8.41817904158777,0.562676614802033,0.760912175664099
"MRPL55",-0.122931725689062,5.46648782990622,0.562754418999862,0.760922293012619
"OGFR",-0.119799830782531,5.29142395638945,0.562797278299159,0.760922293012619
"NFIB",-0.121653485087779,3.43388316654665,0.562892114727476,0.760973997046616
"YARS1",-0.170007150838306,5.95062148860136,0.562952292007403,0.760978839683476
"ITGB5",0.191168087361014,5.2133334831566,0.563089839863763,0.761088257620442
"MPDU1",0.117583552905548,6.14030704525524,0.563157138771583,0.761102712626666
"PRELID1",0.11487416538199,7.44230698947414,0.563226047746377,0.76111934050229
"MAP3K2",-0.141361250099434,4.35154225885181,0.563349506692865,0.761209674102328
"WDR91",-0.148355170057681,3.23568222898839,0.563459602686215,0.761219648886303
"COG5",-0.206453461529033,3.86411461016895,0.563505192087773,0.761219648886303
"DDX1",0.0968331671665919,6.17283577895665,0.563526728024265,0.761219648886303
"EGR2",0.19187616651432,4.69152425299142,0.563719973934313,0.761342985624522
"SERTAD4-AS1",0.239985745349709,3.32220238846767,0.563731278066171,0.761342985624522
"PPP1CB",-0.126865868986219,6.63530682333601,0.564127538082962,0.761801634735715
"ENSG00000206567",0.311320663133936,1.33911801076019,0.564315982628573,0.761916701901869
"WDR82",-0.104287609221308,5.46237451580864,0.564383896557618,0.761916701901869
"YME1L1",0.109978188468981,6.1969587386894,0.564430633914368,0.761916701901869
"ENSG00000280020",0.227568853417041,1.57159544292184,0.56447713743809,0.761916701901869
"GNRHR2",0.210733883539432,2.53239845825194,0.564496072017434,0.761916701901869
"ENSG00000288044",-0.2304996707193,2.7880715665022,0.564853211340126,0.76229526978384
"BCAR3",-0.119416999022165,4.50728092475659,0.564889935157384,0.76229526978384
"ANKRD13D",-0.145569522526367,3.43632706292926,0.564984804728764,0.762346782175912
"VPS13B-DT",0.309989102334949,2.02094471984143,0.565117176556111,0.762448881795451
"CHMP2B",-0.117247296855748,5.25158837808557,0.565244579635232,0.76248968080048
"ENSG00000273338",-0.364585589235309,2.33248232933078,0.565260831341602,0.76248968080048
"ARAF",0.114137711631955,5.44197269542509,0.565591329651596,0.762701909489066
"C1QBP",0.141605576156821,8.10148906585167,0.5656371774924,0.762701909489066
"MKNK2",0.124471018380866,6.26040845554201,0.565657449232842,0.762701909489066
"ROM1",-0.307081211076887,2.30382549647443,0.565672939403392,0.762701909489066
"RNF44",-0.15438464816374,4.91917491873393,0.565701780703143,0.762701909489066
"THTPA",-0.133845721369965,3.51193571686869,0.565882903787826,0.762749268043777
"HARS1",0.107633004937097,5.20009261167179,0.565908984150347,0.762749268043777
"NECAP1",0.133019428567102,3.37433708402573,0.56594998040184,0.762749268043777
"C2orf88",-0.362348290212836,3.167225298221,0.565995504813869,0.762749268043777
"UBE2G2",0.198040246131827,4.99700185388338,0.566020541167694,0.762749268043777
"ZNF84",0.193883927310924,2.85303469617516,0.566133643061482,0.762825229442297
"EXTL2",0.173593223199059,2.79806640637114,0.566360167142893,0.76305398871777
"DDX11L16",-0.532293266721829,1.14332339735361,0.566556985845991,0.76324268426863
"VHL",0.140936319349981,4.24148907839179,0.566658000107976,0.763273165945458
"PIGG",0.0960597755230226,4.09559126520641,0.566693144104827,0.763273165945458
"MED7",0.121280011909644,3.58369380321385,0.567112568791229,0.763761578522322
"LINC00997",0.270307028950028,1.50725039906521,0.567349462802125,0.764004093824474
"ZC3H6",-0.214413867717757,2.28062145428174,0.567432402240829,0.764039263021248
"ZNF595",-0.161718986423916,4.68754531689645,0.567900166926777,0.76452763346853
"PRKAA1",-0.10733050008513,5.12289775852256,0.567908820696391,0.76452763346853
"TANGO2",0.211540934474149,4.79720473380238,0.567996538802642,0.764569172163412
"MYBBP1A",0.145543699001448,4.12281992307445,0.568477389326415,0.765139837525824
"PDE1C",-0.286302661680448,2.50506216508692,0.568634745605499,0.765275026464972
"MRPL11",0.135452579824144,5.94029830632232,0.56870311907315,0.765290446262767
"SUCLG1",-0.194464990302562,7.52722053317278,0.568867742120991,0.765435370815456
"PRR12",0.173033040000317,3.11725763797644,0.569048522960498,0.765602005175791
"EXOSC4",-0.124441427533353,4.99736577664402,0.569202799820931,0.765732951114782
"TMEM94",0.135586769819051,3.86076108115459,0.569490691798328,0.765976340134938
"IKBKB",0.180855688698085,3.64469248218761,0.569497655237913,0.765976340134938
"LPP-AS2",0.242811974224594,2.6948220215243,0.569599305135219,0.766036432971409
"GAN",-0.303061726933295,1.50242548486234,0.569724979757028,0.766128820663366
"IL15",-0.189506936881971,2.04131746647019,0.56984031937699,0.766207293434301
"ENSG00000291120",0.270232224304796,1.59663609680282,0.57027091996686,0.766677092970833
"BECN1",-0.102275688551228,5.81567849964,0.570303754565988,0.766677092970833
"PTPDC1",0.246063293140577,2.6813920196084,0.570417481449268,0.766686007639935
"ARID5B",0.339729687298101,3.17209416283669,0.570424425139812,0.766686007639935
"PRKCSH",0.096184957267728,7.66250118745788,0.570596474998202,0.766738608176977
"WDR27",0.26235929722455,1.87963271596246,0.570640888489628,0.766738608176977
"RCOR3",0.152690605088026,3.81680002847732,0.570671956279601,0.766738608176977
"ENSG00000250993",-0.388027236321614,0.841012388960316,0.570724065134802,0.766738608176977
"MTIF2",-0.160238987274432,5.69480242296029,0.570864696657589,0.766738608176977
"NPC2",0.20923082372044,9.15686026735439,0.570905156936759,0.766738608176977
"REEP3",0.113733903379179,5.26677219465953,0.570937992005398,0.766738608176977
"ROCK1",-0.14173939471051,4.39530483542867,0.570976414008783,0.766738608176977
"AKAP1-DT",0.148009938305943,2.75324309191428,0.570996007365776,0.766738608176977
"DENND4B",0.1915147832183,3.78100380916841,0.571033796094321,0.766738608176977
"CDK10",0.147534089700999,4.28930519932441,0.57120072912519,0.766827478525629
"UGT1A10",0.152310710948883,2.75175443282483,0.571214043203384,0.766827478525629
"SCAMP4",-0.149617863102067,3.89539269133175,0.571665093246239,0.767328044118977
"VASP",0.155814082976498,5.09671868077057,0.571737231113144,0.767328044118977
"TERF1",0.112134497138811,4.44617199055607,0.571758119442811,0.767328044118977
"TMEM11",0.118348049269097,5.1221950624571,0.571959118832429,0.767471590856542
"NAP1L6P",0.368938011026894,1.63133407784493,0.571979236350841,0.767471590856542
"SRF",-0.113436559328569,4.8969264347301,0.572134985707713,0.767603973041899
"DXO",0.138390575100619,4.0098606737381,0.572301575886822,0.767750871931977
"PSCA",-0.450496632614724,4.95754889142389,0.572472774190587,0.76785330647037
"S1PR1",0.351405196635194,2.15778308089569,0.572492146167296,0.76785330647037
"TBX3",0.147329605848413,3.62315326460822,0.572977216297359,0.768427254172581
"TIMM8A",0.153080570025064,4.57958518797831,0.573160260253413,0.768596076530108
"HSPA9",0.189679634247963,8.16666160217362,0.573265653236451,0.768660747249433
"NR1D1",-0.173133681714828,5.02335818873442,0.573543982159382,0.768957262350688
"DHPS",-0.0975510532201898,5.10153290503337,0.573616369706791,0.768977637794368
"TRPC4AP",-0.120703330472596,5.26343295494582,0.574039977803248,0.769468800871545
"SETDB1",-0.157711368571661,3.43269011224015,0.574150239983799,0.769539885050056
"MFAP3",0.153844479698914,3.55244165685753,0.574285200771736,0.769633277122264
"LSP1",0.519867521502054,1.84670595733117,0.574334397043344,0.769633277122264
"DDX24",0.114316864792343,5.53446363450083,0.574501453952993,0.769724318980449
"LRPPRC",0.127606166567461,6.31017730969688,0.574516827702498,0.769724318980449
"TSFM",0.137572999256108,5.59638929005532,0.574813998981311,0.770045733815155
"CDK16",0.140533405107303,6.64848712846715,0.57490840430838,0.770095477618099
"WASHC4",0.114016948098339,4.70223993283394,0.57501982093028,0.770165236380592
"PKD1P6-NPIPP1",0.153450053182669,3.01583442040696,0.57511343594243,0.770165236380592
"PAFAH1B2",0.125374024064128,4.7971808853161,0.575148896341637,0.770165236380592
"ST3GAL5",-0.120755585978339,3.70054806496533,0.575189595696408,0.770165236380592
"RAB3GAP2",-0.113462306956652,4.01126487716292,0.575574915385215,0.770604432168635
"TXNRD3",-0.166558928228166,3.48215920771864,0.576082847240095,0.771123068293374
"SLC9A7",0.28126296649903,1.83143385807663,0.576107790495839,0.771123068293374
"SCAMP5",-0.211215297326416,2.86626414376454,0.576187201002766,0.771123068293374
"RRP12",-0.100679228747401,3.94224230905846,0.576221297939562,0.771123068293374
"NOL3",-0.155700916118743,5.88585358475259,0.57624903987891,0.771123068293374
"ZCRB1",0.0920228982699735,5.81989908188857,0.576412857001932,0.771265526445216
"LINC01123",0.215035827123392,3.41890317303988,0.576688958725443,0.771511360640855
"FOXN2",-0.164957031640057,3.14551414501346,0.576711340606963,0.771511360640855
"TLCD1",0.130677116424263,4.31804990359031,0.576977700253618,0.771750339184871
"ENSG00000251615",-0.36863725109214,0.630433505552248,0.577004771666333,0.771750339184871
"SLC7A7",-0.169625063721155,6.36116586425391,0.577215140249437,0.771864938440813
"ENSG00000287097",0.29213658339406,1.08875654532906,0.577244653479842,0.771864938440813
"CDIPT",-0.114979010628825,6.60313931526398,0.577274266480819,0.771864938440813
"C3orf33",-0.14772567838925,2.81424744549178,0.577320071835435,0.771864938440813
"WASHC2A",-0.0970448465865184,4.27728900950046,0.577607703284478,0.772094695058323
"PLEKHM1",-0.135450052237864,3.59839319650911,0.577695144541973,0.772094695058323
"TMEM30A-DT",0.276266793867905,0.898545196477463,0.577731975402583,0.772094695058323
"CASP8",0.117781020739282,4.44835679535307,0.57774455021127,0.772094695058323
"GINM1",0.10593235764922,5.28462792318331,0.577779028832132,0.772094695058323
"ZNF248",-0.209169509725828,2.06816243005817,0.577968998014056,0.772271802374738
"SKIC3",-0.125779228244,5.00977636881288,0.578156994626799,0.772446239045304
"CCNB1IP1",0.123015594702314,5.48699014896153,0.578305576417488,0.772567986141038
"FLRT2",-0.177912976353014,2.26958924582925,0.578486222509691,0.772732540022383
"RPS13",0.109124420667239,9.96603792840144,0.578571972835352,0.772770313573472
"PACSIN2",-0.0913429497715999,5.5626755059424,0.5787833743806,0.772964540622973
"MRPL10",0.113731875525516,5.35407512976631,0.578832363493434,0.772964540622973
"CIAPIN1",-0.141832079459501,5.77252351770359,0.578958014306489,0.773055557136549
"TMEM263",0.154573601109822,5.12276410114858,0.579097614231308,0.773165179322228
"PSMC5",0.107438936885749,6.97150328964335,0.579251904134276,0.773294390686008
"RIC1",0.148699225769979,3.60627270054014,0.579400209462386,0.773415587851806
"SLC30A7",0.19641628987021,3.31989939791209,0.5794639149685,0.773423843623829
"TSSK6",-0.378021092863163,0.962447243279713,0.579624327347542,0.773561161837722
"NR2C2",0.218974781169884,2.36327135495084,0.579777267344744,0.773688481214513
"ENSG00000287933",0.21425565369644,2.41724374258804,0.579938295902787,0.773826568096544
"BTBD1",-0.111463906040679,6.12200217337383,0.580217650138462,0.774122496900353
"COG8",0.114755584301214,4.35988998467234,0.580406105020229,0.77414585079762
"PPP1R21",-0.134593523944812,2.97917491294389,0.580413655551296,0.77414585079762
"TPRG1-AS1",-0.189778712363982,2.70309511540938,0.580454823907722,0.77414585079762
"YAP1",0.113478516927571,5.28570110827101,0.580465452011126,0.77414585079762
"DHX32",0.114807307269786,4.83080567246326,0.580767536462091,0.774458911717669
"SNX24",-0.121241765330536,4.25543766784378,0.580835574674459,0.774458911717669
"ATP5F1B",-0.177715310702344,10.6301890405458,0.580923987393375,0.774458911717669
"GBF1",-0.117962922243126,4.94511572176669,0.580930580364748,0.774458911717669
"SPAST",-0.177892852954152,2.79127307244997,0.581445735013381,0.774975361248123
"HFE",0.137955108686778,2.862419914282,0.581495630373748,0.774975361248123
"STAM2",0.123955661042751,3.88497894250172,0.581502207775753,0.774975361248123
"FIZ1",-0.186810491349874,3.02817949558503,0.581548519633613,0.774975361248123
"FBXL3",0.115101704778503,5.01818041322785,0.581786346507258,0.775085725147883
"RIGI",-0.186057825499774,1.67582979649785,0.581908585987437,0.775085725147883
"METTL2A",0.123317095761124,3.99959075453229,0.581937480728367,0.775085725147883
"SLC25A6",-0.142806672008554,9.16112535779076,0.581942362442511,0.775085725147883
"SLC38A6",0.125168898233261,3.94135199339089,0.58195200599134,0.775085725147883
"PTRH1",0.149182762566269,3.57528842728896,0.581977203710622,0.775085725147883
"PLPP5",-0.22885592453531,3.06315742933413,0.582133591314277,0.775217219848645
"NELFA",0.131412391009839,3.74602594812202,0.582251523505224,0.775297483170058
"ATP5PD",-0.142921524664121,8.85501251900138,0.582471052008005,0.775512997851237
"RPS6KB2",-0.110803679493013,5.11660316529033,0.582649653233992,0.775612491438811
"ENSG00000272702",0.467364067409096,0.991972339469234,0.582661146513716,0.775612491438811
"RCAN1",-0.102841368567794,5.34434521778487,0.582799280577136,0.775719573019221
"IFIH1",-0.203889197427839,3.66281575858835,0.582930710365599,0.775817710736994
"DUSP5",0.159870390786519,4.77107212408839,0.583144513811023,0.776025448604811
"ZNF250",0.19870591394849,1.96957214261225,0.583286798468875,0.776137980426768
"BIRC2",-0.0926325611496784,5.40119040696469,0.583356166520952,0.776153474672543
"FAM219B",0.150124789886919,3.85738157448349,0.58342937815704,0.776174079222278
"SH2D3A",0.250775356855496,1.38458056410015,0.583616676724284,0.77630677010649
"HCN3",-0.27020529424317,1.58161182577326,0.583644588651384,0.77630677010649
"ENSG00000260772",-0.303574776793856,1.67842831803966,0.58376451879842,0.776361826666263
"ENSG00000268205",0.176894086793166,2.71115586102831,0.583801459870786,0.776361826666263
"RBM15B",-0.137074570919401,4.93142512243259,0.584067671187693,0.77663903350373
"COX4I1",-0.172970801804672,10.2167737717733,0.584200024645654,0.776738211350289
"ENSG00000274015",-0.235133645655501,2.33393847902781,0.58441342844801,0.776945121506025
"FZD3",0.254203269125022,2.4699864587643,0.584572034489198,0.777005014264264
"TARS1",-0.118313312545349,5.98114420742419,0.584662350149806,0.777005014264264
"CRTC2",0.116688725694061,3.80243091138451,0.584782938056905,0.777005014264264
"ANKRD34A",0.318654619606469,1.29048353005109,0.584799023077791,0.777005014264264
"LRP5",0.175797715646473,5.35236808223474,0.584816674794422,0.777005014264264
"PTPRN2",-0.213513917724048,2.62276743959256,0.584818216153874,0.777005014264264
"GPR63",0.167187025091002,1.52463828935212,0.584862988946052,0.777005014264264
"GUK1",0.111183515326083,7.7497786558571,0.585193610327872,0.77730314187361
"UQCC5",0.161754939016429,6.3316603466737,0.585203012433925,0.77730314187361
"ZNF23",-0.222068452534167,2.65309332648383,0.585391920438863,0.777477258220165
"RNASEK-C17orf49",0.139979223905598,2.8911640400328,0.585471469294461,0.777506111223045
"TEX29",-0.407520407950774,1.254003334482,0.585664996501694,0.777686306830119
