"genes","logFC","logCPM","PValue","FDR"
"TBC1D10B",-0.106808217505774,4.64601834221597,0.654311757416196,0.843920948701983
"RBM38",-0.186268887333396,3.1656459022174,0.654391478694537,0.843942818197462
"MILIP",-0.211337109949316,1.09122341313374,0.654606404818683,0.844139035119594
"ENSG00000284959",-0.209418744578354,0.979969935317301,0.654912024580141,0.844391945412096
"MRNIP-DT",0.266043494962281,1.34749823048826,0.655030770534011,0.844391945412096
"CHST1",0.164185638724571,5.34758726078879,0.655104241043398,0.844391945412096
"PHF11",0.12118057783858,3.70810924272598,0.655106567763562,0.844391945412096
"PSMF1",0.0797534537034376,6.37377242124146,0.655152506963379,0.844391945412096
"FOXK2",-0.0766181279352421,4.79705774555576,0.655179322213625,0.844391945412096
"TSC22D2",-0.117548643130354,3.34404133944809,0.655374280201461,0.844562255279744
"NAGLU",-0.082960992556776,5.43191373145321,0.655540573178498,0.844630576047445
"SGCB",0.0979071497385394,5.30736494899599,0.655579289136532,0.844630576047445
"RLIM",-0.126987583926507,3.49111349976221,0.655615746110902,0.844630576047445
"NEU1",0.102566447432059,6.29883780044615,0.656000601346639,0.844971733637651
"LIPT2-AS1",-0.130641546779623,2.61359200900078,0.656006241814922,0.844971733637651
"OR2AT4",0.270151732078141,1.35340689852847,0.656190227527618,0.845004446438451
"DYM",0.0994990330546222,4.08166985015173,0.656272530640438,0.845004446438451
"CLEC11A",0.282017972467678,1.08784899384373,0.656276320723159,0.845004446438451
"ZNF280D",0.142068392485824,3.76494525960727,0.656283016075915,0.845004446438451
"SERPINA5",0.176556761591281,8.24462175794628,0.656485831449629,0.845114044890151
"ANAPC10",0.10570816651958,3.42710619880337,0.656493841951333,0.845114044890151
"ANKHD1-EIF4EBP3",0.127173287002842,3.38796633374335,0.65659092753699,0.845124768698349
"PCBP4",0.111817857223687,4.83083310809987,0.65664701641478,0.845124768698349
"CTBS",-0.0846881912963982,5.51723155886556,0.656690732066068,0.845124768698349
"MARCHF9",-0.119589230765968,3.55445399090878,0.656895499778033,0.845307387311267
"RO60",0.0924290564107845,3.71482538392422,0.657049115111385,0.845392808990992
"ZNF629",0.109935771525173,3.70339266756675,0.657087628050339,0.845392808990992
"CSTF2",0.131086167563212,3.19112482912785,0.657200629866631,0.84545323802932
"HSD17B7",-0.147649623057634,4.82478240054632,0.657260352307041,0.84545323802932
"LSM14B",-0.123404027057882,3.84549352440979,0.65737936100912,0.845497397388696
"PRPF19",-0.0920653196496455,5.93432265102498,0.657420443975816,0.845497397388696
"DHX9",0.095494578659742,5.95967164428795,0.657606292274972,0.845630366535501
"ZNF266",-0.272485857973718,1.97252762634237,0.65764961645558,0.845630366535501
"ARPIN-AP3S2",0.248875112408213,1.17875863080179,0.65822961810011,0.846225493925787
"TOM1L1",0.0698001985104349,4.83131127947117,0.658304516908134,0.846225493925787
"RNF150",-0.358590096485441,0.853546712637009,0.658318455779167,0.846225493925787
"DENR",0.0773091230734449,5.30937394058804,0.658364189495587,0.846225493925787
"HSD11B1L",-0.0894396395288168,2.74531478637254,0.658441009936565,0.846243339668042
"C22orf46P",-0.133674993363793,2.64697711908842,0.658612970306335,0.84631953804946
"PCGF5",0.0841710330742129,5.63391861078016,0.658626182221445,0.84631953804946
"UBQLN1-AS1",0.25533075698618,1.58576328287111,0.658699129618823,0.846332393392708
"HPF1",-0.099833770198533,4.01695676718337,0.658893716603937,0.846501520490783
"C2CD3",0.100310984648948,3.58595032501931,0.658988594533768,0.8465425281457
"LRIG2",0.199315816785524,1.63936643640575,0.659062561097146,0.846556667607205
"NAA38",0.0966067813105824,6.81602297010571,0.659190550397112,0.846567974268789
"TUBG1",-0.104890140953888,6.10352885249342,0.659197284738526,0.846567974268789
"PSMB10",0.0834590644470148,5.06770434258449,0.65926861430977,0.846578721039936
"ORC4",0.0761405591196067,5.04510795875626,0.659757247104194,0.847125281184396
"DNAJB14",-0.0960686590107331,4.22920751698576,0.66004733712754,0.847379810820436
"ZNF778",0.267929634323918,1.81310812529893,0.66008152153304,0.847379810820436
"ENSG00000260761",-0.228476803864589,1.77432655396946,0.660179479250281,0.847394166539581
"CCDC82",0.122893217723716,3.8273501982592,0.660218748227625,0.847394166539581
"ENSG00000271780",0.24478096000939,1.0473722793855,0.660420430715438,0.847572120969722
"FAAP20",-0.0858278882768743,6.06692048005282,0.660636872595505,0.847700985739174
"SLC19A1",0.187004502554033,2.5694435646662,0.660703858677662,0.847700985739174
"RFESD",0.158645280832078,2.13422097460678,0.660709975498033,0.847700985739174
"GPKOW",0.109619160532523,3.76140863400873,0.660856145123897,0.847763012376671
"NOL11",0.0948843683220974,4.49453437386136,0.660884418840716,0.847763012376671
"MIB2",0.0956898307388446,4.25831302994841,0.661153062959036,0.848026717976457
"KIF14",0.743778678709502,1.05469999847647,0.661357897357714,0.848208535661181
"GFOD3P",-0.166069385776823,2.56543485129584,0.661566193607328,0.848344945675873
"GSK3A",0.0728531454779333,5.80306667723773,0.661590443281066,0.848344945675873
"MFSD14B",-0.101871960096646,4.66139388606198,0.661883447139621,0.84863972825778
"ZNF717",0.170268556966989,2.68136050413701,0.662076533939203,0.848806357298486
"DDX5",0.0793924848133288,7.91789495615554,0.662145851291863,0.848814292732424
"UPF2",0.123827390518493,3.15273044488276,0.662575656730666,0.849284297464302
"CLCC1",0.082160439899217,4.21977501321556,0.662779958703644,0.849392632800396
"EMILIN1",-0.317465336733126,0.80201446108551,0.662786516684646,0.849392632800396
"ENSG00000234352",0.1272254897902,3.03243550797904,0.663076364382666,0.849664292750725
"PHF10",-0.0928121273246271,4.32430016185147,0.663124876403846,0.849664292750725
"SLC41A3-AS1",0.231400102508599,1.14710652772767,0.663209253740657,0.849677969315664
"ABHD17A",-0.0731267116767744,6.06331536900641,0.663291105395593,0.849677969315664
"PRICKLE1",-0.187723661322909,2.23091847745669,0.663325125978471,0.849677969315664
"FAM3A",-0.0850273437492633,5.51644353936926,0.663496703314795,0.84975144084583
"BDH2",-0.100972572070694,6.00281452903958,0.663508878286507,0.84975144084583
"PRR13",0.0805460274807751,6.86898590787497,0.663739614231852,0.8499619702803
"EPC2",-0.111506287810533,3.79399754791431,0.663811241190063,0.8499619702803
"EVA1CP2",0.146800230513942,5.18455479755153,0.663862904349524,0.8499619702803
"SEPTIN1",-0.15802282216588,3.094835739595,0.664250831370143,0.850192874349167
"LRRC37A2",-0.106618569165901,3.03809629515294,0.664256401894874,0.850192874349167
"SLC35B3",-0.0900245567955016,4.56757382693792,0.664256789503893,0.850192874349167
"EEF2KMT",-0.108293410440366,3.56256384505092,0.664296172684244,0.850192874349167
"YTHDC2",0.0958161987789131,3.68564967567995,0.664421335662846,0.850272130895844
"PTOV1",-0.0784562943270732,6.08678649607347,0.664597737085872,0.850416936891572
"AMY2B",-0.148829334879618,2.06462875000821,0.664679419608057,0.850440524888185
"SRRD",0.0754074492915938,4.08422585234677,0.664767074113186,0.8504717486704
"CTNNA1-AS1",0.237691605145796,1.07118001699876,0.66486812129783,0.850471835163346
"EXOSC4",-0.0970488616887625,4.99736577664402,0.664893643554744,0.850471835163346
"ZNF20",-0.173305018157211,1.65657198487043,0.665052707980314,0.850594379482859
"TRIM26",0.10312806166908,4.83967299962794,0.665205755005144,0.850677232638681
"ZFPL1",0.0843649007809067,4.65832134401025,0.665244020615479,0.850677232638681
"SERPINB9P1",-0.197877196327444,1.58220154031556,0.665888511927342,0.851420400473092
"LINC01138",0.171493698472731,2.01194837998611,0.666117477898459,0.851632177219994
"PCMT1",0.0836295308597971,5.81698933284187,0.666651306352096,0.852233643773558
"ENSG00000274828",0.159915899929424,1.51673962030319,0.667048666843879,0.852448539292628
"DBH-AS1",-0.253146105713658,1.49399665643415,0.667130022273383,0.852448539292628
"PPP3CA",0.120947136790735,4.61882667625176,0.667164042970579,0.852448539292628
"RABGAP1L",-0.1230781373196,3.09205680939714,0.667247329490716,0.852448539292628
"AOPEP",0.105557319183843,5.52347500292269,0.667297092944239,0.852448539292628
"DYNC2I2",-0.130620324631577,5.72872513729892,0.667315374984987,0.852448539292628
"CSRNP3",-0.293773819123173,1.38015707573837,0.667318282914662,0.852448539292628
"FAM50A",0.083087499936792,6.03030616633743,0.667341663732376,0.852448539292628
"CSNK1A1",0.0709563651140895,6.18024211814932,0.667415566551637,0.852448539292628
"IPO13",-0.10776656524811,4.96628472489214,0.667483320599198,0.852448539292628
"SLC26A6",-0.103039042815056,5.11376455174373,0.667516783445789,0.852448539292628
"NUP210",-0.177274816117924,1.7356972566809,0.667725494114249,0.852549019707702
"RAI1",0.10662030425809,3.64431900353833,0.667764028464247,0.852549019707702
"KRI1",0.128273397887241,4.23315438462529,0.667811509390854,0.852549019707702
"MYL3",0.19598364752348,1.17143135605255,0.667931186823759,0.852549019707702
"ZDHHC3",-0.0746440238724022,5.52852344704877,0.667949701022824,0.852549019707702
"SNRNP27",0.072814577167364,5.44237528749846,0.66803127526679,0.852549019707702
"CAPS2",0.17886164606845,2.61730434797126,0.668039303260475,0.852549019707702
"PHOSPHO2",-0.166005422904613,2.09792807475819,0.668120480231775,0.852571697560638
"KATNIP",0.160450843964067,2.31148476456659,0.668310469696924,0.852688351432715
"ENSG00000278133",0.0967873753439886,2.44088857907955,0.668338727930194,0.852688351432715
"C15orf40",-0.0844766311079498,5.69345904630352,0.668404194281164,0.852690967391322
"LATS1",0.14234421437272,2.94625233467921,0.668706062418918,0.852883046835819
"PAPLN",-0.210885479076353,1.8570561002077,0.668716033105072,0.852883046835819
"ZNF768",0.128623675911118,5.56350615137938,0.668774070026513,0.852883046835819
"SLC20A2",-0.095553013358218,3.67924809698734,0.668808481766836,0.852883046835819
"UROD",-0.0771978606498353,6.62374905076252,0.668893817781755,0.852910979032099
"RPRD1B",0.101236804474432,4.59598123805586,0.669079054655694,0.853066278105486
"TMUB2",0.107964835819367,4.04336849363651,0.669211495909965,0.853154240448032
"UBXN6",-0.0837672986709147,5.76337144906666,0.669287580096676,0.853170345276821
"MROH1",0.15551112206223,3.31249789831684,0.669444234227271,0.853289143370924
"SEC14L4",0.581827434599581,1.08221400627484,0.669651742675706,0.853472732892658
"PRDM11",-0.157767400131195,1.32267004345436,0.669895407286345,0.853652465079843
"C9orf40",0.174605753230637,3.95562737148,0.669947520519719,0.853652465079843
"SMARCAL1",-0.112740121110172,3.08412679062233,0.670030760251847,0.853652465079843
"ENSG00000280206",0.167596960376097,0.938206502788463,0.670217679721813,0.853652465079843
"ENSG00000277991",0.476732397214966,1.02339749242329,0.670218597308997,0.853652465079843
"IRF3",-0.0774136456501709,5.18260301347997,0.670222905421699,0.853652465079843
"ENSG00000288663",0.12534684188042,2.88430574451064,0.670237176398029,0.853652465079843
"NUDC",0.0955431212288006,6.44545477171139,0.670496563961889,0.853901951035382
"VAC14",0.0955323313641025,4.4157193889332,0.670713035476782,0.854096739750053
"CLCN7",0.0817065477004175,5.02683086587227,0.670945441166266,0.854311780485001
"MTR",-0.127113785932339,3.43738634047509,0.671247588462195,0.85461557375842
"TBC1D32",-0.22101070440805,1.05742344589557,0.6715452499135,0.854864605220778
"SLC48A1",-0.104570950955051,4.14979143746236,0.6715703424771,0.854864605220778
"TYW5",0.132483613724807,2.82849841149371,0.671648680263261,0.854883392163935
"USP34-DT",0.0996066565543903,0.912802477457077,0.671888788000086,0.855108059010805
"SMN1",-0.0729788098011996,4.46431295191201,0.671972047102616,0.855120542782719
"NR4A2",0.26098511765255,2.3717791403227,0.672097240272203,0.855120542782719
"PSME2",0.0928713982457959,6.9333817808169,0.672133304043497,0.855120542782719
"RUNX1-AS1",0.231743568145665,2.58653396345866,0.672152983539384,0.855120542782719
"ZNF107",0.182125995073437,2.37092421352906,0.672448020382246,0.855414955729393
"GTF2H5",0.0757272102718249,6.05063946905515,0.6725515222085,0.855423305847071
"TRIM6",0.172317115590097,2.10564362791506,0.672581822803453,0.855423305847071
"SMIM12",0.0927367026515311,5.52829993335576,0.673349371740247,0.856135206255394
"LRFN5",-0.204113953012521,1.98618628206263,0.673417454559482,0.856135206255394
"USP33",-0.0710985601750694,5.3435644963283,0.673420542140045,0.856135206255394
"MSN",-0.116608824246985,7.26189261184375,0.673457691604378,0.856135206255394
"ENSG00000281571",-0.143138341421278,3.77942370415789,0.673507192591718,0.856135206255394
"ASAP2",0.164857767340866,2.73282130706513,0.673523591534252,0.856135206255394
"VPS13B",-0.126269259785686,2.7707061073783,0.673704590676145,0.856229654845969
"TCOF1",0.180348828732523,3.9710198897253,0.673725252734669,0.856229654845969
"XPO6",-0.0839024280611004,4.7023147672387,0.673812472686331,0.856229903676088
"TSGA10",0.226969444829809,1.84410040808583,0.673852806834773,0.856229903676088
"CREB3",-0.0849687591659286,5.42730262573093,0.673956893900491,0.85628124306775
"DTYMK",0.151115798256044,5.34023633855792,0.674168975397546,0.856320980022609
"ENSG00000289731",0.17437342787196,2.8532060011205,0.674187266692426,0.856320980022609
"TTC5",0.198004858172575,2.76554010060494,0.674238539060433,0.856320980022609
"CDK10",-0.11127565400207,4.28930519932441,0.674247345321545,0.856320980022609
"LINC00705",0.259266194814057,1.76313644671691,0.67436572242508,0.856320980022609
"EIF3G",0.0748728583244885,6.89902815113609,0.674370285397844,0.856320980022609
"WDR13",0.10418289994624,6.15970758908459,0.67455911592782,0.856479874670961
"SHANK3",-0.160689852860071,1.53316932731834,0.674658663200954,0.856525388103109
"CDK2",0.213570607425448,4.14446790282295,0.674770242413183,0.856538276884284
"TOP3A",-0.143105744871894,3.30487146110767,0.674796219473094,0.856538276884284
"TRAPPC2",-0.0936891276465764,3.45684102226815,0.675016860918796,0.856737465727216
"CRTC2",-0.11927577436953,3.80243091138451,0.675085938822632,0.856744269316575
"ACTR2",-0.0671826744891455,6.61103444768058,0.675500556425359,0.857129642738116
"CEP295",0.187001804011208,2.26579563411457,0.675517092376604,0.857129642738116
"UBALD1",0.077179998854148,4.68927432818234,0.675633173676165,0.857149818427856
"DHX37",-0.087713895921771,3.28379979107677,0.675854456517755,0.857149818427856
"SQSTM1",0.0880718961575311,9.82737382847594,0.675876345064063,0.857149818427856
"EML3",0.111393692632226,4.59672388469804,0.675907683925536,0.857149818427856
"RIOX2",-0.0791949226120826,4.4116502919527,0.675944773875572,0.857149818427856
"LRRC41",-0.0972449317584943,5.11370920893933,0.675945375059202,0.857149818427856
"PTS",0.0710179438115507,5.26420150292145,0.675979226134834,0.857149818427856
"MT-ND6",-0.135363574011077,9.57565362606154,0.676161479183827,0.857300070637034
"CEP131",0.207670961680363,2.48964643098868,0.676302434057643,0.857397937803042
"ENSG00000233461",-0.15671764247941,4.02050318557068,0.677140193422287,0.858379093123038
"BRD7",-0.0795548124718733,5.01887799324132,0.677409164232749,0.858551250839295
"ENSG00000287097",-0.203128955184813,1.08875654532906,0.67752349274914,0.858551250839295
"NSFL1C",0.0764745141023193,5.21783386122859,0.677591333760997,0.858551250839295
"AMBRA1",-0.087370126093679,3.64392714718554,0.677612661526973,0.858551250839295
"PIGS",-0.0835270430144085,5.44304747772559,0.677640620118651,0.858551250839295
"COA3",0.0997335235363069,6.91281649932305,0.677673355515603,0.858551250839295
"FAM185A",-0.135785961365612,2.93759859250905,0.677766217496481,0.858551250839295
"ARL6IP4",-0.0869363233174023,7.02932787015645,0.677786815979408,0.858551250839295
"RBM41",-0.116933341756733,3.21997326589219,0.678226641300321,0.859027450915987
"INIP",0.10089956528566,4.15605249778913,0.678496454514737,0.859206553042289
"FBXO38",-0.0846529780150508,3.86162432008326,0.678572416541744,0.859206553042289
"PPIB",-0.0701674528793845,9.01726410465396,0.678574293167599,0.859206553042289
"TWF1",0.0834386473915401,5.65782493300049,0.678623649658568,0.859206553042289
"CHCHD6",0.144478250849927,2.65344062132141,0.678712686114473,0.859238374681781
"SMPD1",-0.0885158999198182,6.31752798601473,0.678877199674247,0.859343858820683
"PUF60",0.0702936395390392,6.21826804498664,0.6789936025084,0.859343858820683
"FAM66D",-0.10958250051925,2.99615245081118,0.679069706605692,0.859343858820683
"TRAM2",-0.0994416153771455,4.05959094639046,0.679143634724042,0.859343858820683
"QTRT2",-0.0975639395530299,2.94115086669516,0.679196788332416,0.859343858820683
"ENSG00000280128",-0.18384274070938,1.69940872294797,0.679268833631287,0.859343858820683
"PATL1",0.0906299803829602,4.55432811607871,0.679277616553379,0.859343858820683
"TLR3",-0.186741465035657,2.92970434066183,0.679307294020902,0.859343858820683
"SRRM2",-0.130594680872687,6.10552183378354,0.679435811747401,0.859357215621347
"DAB2IP",-0.247823003233559,1.97542857693623,0.679445675983232,0.859357215621347
"C1orf52",0.111750628419368,3.7275208530408,0.679791074503129,0.859713204267219
"NFATC2IP",0.111614672072887,4.2869231878067,0.67994175592204,0.859822895714075
"MCEE",-0.0990228682002768,4.88362510310536,0.680008344502124,0.859826236616096
"LDLR",-0.0992904978974485,6.58466823179955,0.680110918626987,0.859875073987633
"REV1",0.12979987116278,3.2016230233891,0.680360296372877,0.860077537821143
"HNRNPA3",0.0841172825423372,6.77105443914495,0.68043421471904,0.860077537821143
"HINFP",-0.112204591751235,3.0504113199115,0.680494830529806,0.860077537821143
"CAPN2",0.107601295122865,7.26373387438624,0.680536845506903,0.860077537821143
"PPP2R5C",-0.0797036274721051,5.82865858000086,0.680590882226459,0.860077537821143
"ENSG00000280020",0.145104568954227,1.57159544292184,0.680766202981247,0.860154523796484
"TSLP",0.170361292695635,3.49976335950404,0.680779744328587,0.860154523796484
"ODC1-DT",-0.210598975515972,1.12726263682076,0.681001465588562,0.860353820004116
"MCCC1",-0.103144341414705,6.58284325657159,0.68111665861164,0.860418507299146
"LINC02906",-0.299721580309008,1.07863621825066,0.681248418724215,0.860461539754619
"SYDE1",-0.179724863778218,3.35538478430024,0.681278711306536,0.860461539754619
"GPAT3",-0.101423825272294,2.96762982438725,0.681651556540504,0.860800706710855
"LEPROTL1",0.0702490792308628,5.31035793441263,0.681675288194049,0.860800706710855
"GNB1",-0.0796255165910778,7.19681296736023,0.681817002659946,0.860832632411666
"CCN2",0.0865441521497301,8.87437629846492,0.68182861335596,0.860832632411666
"HECTD2",0.188603292546162,2.45041771449529,0.682235048723698,0.861264901430743
"SNHG21",-0.200159537359177,1.62574135614543,0.682895421474183,0.862008000647585
"COMMD1",-0.089208986367119,4.69192922675985,0.682951898772774,0.862008000647585
"FBXO9",-0.0810124296623751,5.74184731367212,0.683183291658853,0.862219123300632
"ENSG00000293600",0.102414782055694,5.16207129703806,0.683325058395584,0.862317103255469
"FAM171A1",-0.109739884157908,3.66396605112363,0.683471782195983,0.862421319764189
"DDX51",0.120159512166785,2.89207769560133,0.683620864982382,0.862528493061191
"ZFP69",-0.139966060102574,1.1789079968557,0.684067549369881,0.862959926037425
"ENSG00000291208",0.240455327265183,1.78623280833996,0.684115154936509,0.862959926037425
"ZNF134",0.155873126224594,2.12654047677353,0.684155348174844,0.862959926037425
"TIMM29",-0.129675582356624,3.62976274248822,0.684396240863394,0.863182802237051
"PUS3",0.0989517125632704,3.73873553939586,0.684512185236096,0.863248062529032
"ENSG00000288040",-0.250322958732627,1.16313327204459,0.684797191478469,0.863469077619297
"ZNFX1",-0.0910598639532157,4.35200917996626,0.684841965805519,0.863469077619297
"CLPX",0.102222639925818,5.03155775480416,0.684880091685989,0.863469077619297
"PDGFC",-0.0839669685781845,5.18139729046228,0.684968641120497,0.863481056059698
"ZNF592",0.0991147147413527,3.37858524075704,0.685018029524676,0.863481056059698
"CDC23",0.086638854162011,3.69063771605617,0.685095144130272,0.863497310458908
"ERBB2",-0.132044410878299,4.8413971847207,0.685354195111621,0.863742853826118
"PPP1R3B-DT",0.136351621071063,2.74061855489066,0.685421850488269,0.863747160418488
"EFCAB6-AS1",0.373368200933842,0.88778323030001,0.68555404916697,0.863832794030464
"KAT2A",0.107096646898934,4.41926946046239,0.685693294119846,0.86391447005358
"THAP2",-0.178910365856227,1.92966638532368,0.685857364187596,0.86391447005358
"KRR1",-0.0953391767489284,4.4534812419604,0.68588944572373,0.86391447005358
"TACO1",0.118013616176316,5.77424775976284,0.685931180357343,0.86391447005358
"ZCCHC3",-0.084182619664539,3.78791520558287,0.686073012165012,0.86391447005358
"SLC7A11",-0.123132951963042,4.18114908614994,0.686083817588944,0.86391447005358
"DNAJC14",-0.0971879737599482,3.77027680445995,0.686122051566122,0.86391447005358
"SPATA24",0.174803722766151,0.988722117584201,0.686132874141171,0.86391447005358
"PDPR",0.0857217518611276,4.11981314428724,0.686410629720722,0.864183270339403
"TRNAU1AP",0.121182160831689,4.04896990281224,0.686746179611876,0.864385367718627
"PFDN6",0.0998579326374069,5.30336489208905,0.686784893024992,0.864385367718627
"RNF115",-0.0736802255937733,5.51007824523164,0.686798452616552,0.864385367718627
"MVB12B",-0.128548281373391,2.36525380024024,0.686838163262256,0.864385367718627
"KIF3A",-0.163120371352144,1.77915122494671,0.686910106443068,0.864385367718627
"GALNT10",0.134914825530803,5.46667686466434,0.686956867428324,0.864385367718627
"ZNF76",-0.0739417858074762,4.00662276835814,0.687296617043811,0.864692109497264
"PSMD13",-0.0707168855647232,6.12588393878893,0.687329262703165,0.864692109497264
"BMPR1A",-0.118142582276918,3.8987047576379,0.687397921084376,0.864697581336002
"ENSG00000272009",-0.110426504173484,1.79417207962709,0.68757549007108,0.864840041112791
"GPATCH4",0.106863012085625,4.54214299304857,0.68770659301615,0.864924034205888
"GABRE",-0.201937829312817,2.92673941398905,0.687771873181041,0.864925234454945
"GGA1",-0.0937910720375114,3.68472424432761,0.688051019588383,0.86513600144721
"EOLA1",-0.0946546722710855,4.31893627540806,0.688125934955412,0.86513600144721
"DCPS",0.10172539147063,3.82983722561358,0.688132495573249,0.86513600144721
"ZNF614",0.182225860405887,1.55363921435019,0.688368007273591,0.865332227475415
"STAG1",-0.093524177691709,3.82887443357811,0.688455322783914,0.865332227475415
"LMNB1",0.177686040874494,3.66850105555039,0.688481642832961,0.865332227475415
"SSBP4",-0.0946313327067183,4.89925324018354,0.688553261596838,0.865341354839806
"DDX49",0.0603783172620253,5.25853324659763,0.688691801541774,0.865434576030906
"OSTM1",0.0732309493262215,5.15240730730805,0.688941687812867,0.865579536738524
"MAGI1",0.134635211768369,2.2687489870831,0.689019977410642,0.865579536738524
"PLAAT2",-0.370174028428069,1.27382354358581,0.689043466365845,0.865579536738524
"ENSG00000289440",-0.215331136658853,1.53044038696723,0.689077673421293,0.865579536738524
"WEE1",0.170378182028087,3.59328850191674,0.689129030253302,0.865579536738524
"SAP30",0.108411368474812,3.92825238609356,0.689365170807318,0.86558472054479
"CACTIN",-0.0783099920393946,3.4471644567558,0.689437584050163,0.86558472054479
"RFX7",-0.128296351216132,2.72526854231868,0.689446260379196,0.86558472054479
"RAVER1",-0.108404278178015,4.61406583881139,0.689448782538716,0.86558472054479
"EPS8L2",0.0876604259045593,6.90084003315072,0.689627066177569,0.86558472054479
"ENSG00000290399",-0.206180942968786,1.07896603253096,0.689678855893974,0.86558472054479
"SRXN1",-0.126414243647345,7.50395345236399,0.68967910741607,0.86558472054479
"TRIM25",-0.075338241573328,5.23012700696634,0.689682581474788,0.86558472054479
"ZFP1",0.164394536484325,2.63723584110784,0.689712531304245,0.86558472054479
"SENP3",-0.0815426874629064,4.87025359133134,0.690121538047279,0.866017190908419
"KPNA2",0.102245840827804,5.72957710056965,0.690295270013171,0.866154367356953
"EPHB6",0.140102063519786,5.48678312918366,0.690363378444131,0.866158998465968
"ZFYVE27",0.123996949558133,3.31063015430479,0.690564711012657,0.86626101704989
"GPATCH1",-0.201478053056618,1.64446407112288,0.690586444053445,0.86626101704989
"CYB561A3",-0.138808738766197,6.49669881135988,0.690637966887909,0.86626101704989
"KIFAP3",0.0891802138055374,3.46964715540246,0.690736447533732,0.866303728527055
"MSR1",-0.202265302412651,1.16097177801693,0.690861160021044,0.866307781261768
"POLR2C",-0.0683866516183679,5.608480429558,0.6908685362539,0.866307781261768
"LRP12",0.127436318581742,3.13936619077611,0.690993232575251,0.866383346252035
"PALB2",-0.094626336768899,2.54932286019446,0.691151528536306,0.866493141588866
"ENSG00000275457",0.209841673736449,1.676541201931,0.691209685905264,0.866493141588866
"ENSG00000289074",0.230129302175823,1.11790137583699,0.691533792247293,0.866795998268125
"DCTN6-DT",0.194931099938607,1.44187161433039,0.691580207453551,0.866795998268125
"COPZ1",-0.0763125057125829,6.78932338871891,0.691688012710414,0.866850026432149
"NUDT16",-0.106633357721986,7.75613657339733,0.691752252239845,0.866850026432149
"RRS1",-0.0990576775693722,4.60458224639928,0.692130571835619,0.867192161549235
"UCN",-0.146126059026136,1.9227892034972,0.692154267272527,0.867192161549235
"CRYBB2P1",0.157594573740594,2.57415467850088,0.692578607508604,0.867642966231314
"DNAJB6",0.0627751922223819,6.3745615916067,0.692782312041171,0.867817306475274
"NKTR",0.117842755597107,3.45644239088995,0.693012108266867,0.868024295086753
"ENDOV",-0.0886020776688652,3.78087328259796,0.693263719876251,0.868258567199709
"GPT",-0.187762439602156,6.47684899398691,0.693617337280892,0.868614508447378
"TPGS1",0.0789990601510228,5.18616410330757,0.693677122691354,0.868614508447378
"PYROXD1",0.165526788177506,2.22101540370712,0.693745240491316,0.868618912714986
"ALDOC",0.0983318068228201,7.4009221509111,0.694159858786892,0.869057119296885
"APH1A",0.0779623797809203,6.72078994847902,0.694282772218289,0.869130076831497
"N6AMT1",-0.117448439492747,3.14490274827323,0.694615294072607,0.86945561114908
"LINC01894",0.179653800151837,1.23056890142683,0.694691741456345,0.86945561114908
"ARHGAP45",0.169726290134997,2.54590105226945,0.69473680545781,0.86945561114908
"ZNF69",-0.194749167335651,1.57903101769617,0.694964152097291,0.86965918930667
"HGSNAT",0.0817680118059079,4.57790986775705,0.695091208388288,0.869737240646652
"MLX",-0.0865723094860157,6.14701792298575,0.695163092282835,0.869746249077417
"FANCA",0.207677541957205,3.1993899834901,0.695239870348628,0.869761378554862
"SPIN3",0.133282871639342,2.62212620842255,0.695407570573051,0.869890240387501
"ZNF8-DT",0.137591712111105,2.88415371656215,0.695596979872079,0.870041781056751
"IL18R1",-0.151628572337672,2.93627151106955,0.695672753071462,0.870041781056751
"TLN1",0.0919340977746579,7.08820092559636,0.695722834294377,0.870041781056751
"PSD3",0.097795257804503,3.61914160055571,0.695829470955605,0.870094212449462
"ENSG00000291207",0.162565860531695,2.51250783892122,0.696019644561464,0.870251082459871
"STRN4",0.0693442397245407,5.3468207038732,0.696286955316227,0.870504360872338
"BLOC1S3",-0.136096928411115,2.39158193119697,0.696489009332528,0.870674282008295
"ACVR1",0.097985581482128,4.29414561708241,0.696679708432906,0.870674282008295
"FBXO3",0.0722253658282713,4.81575886749798,0.696693042504601,0.870674282008295
"DCAF16",0.126900003295815,2.84827205171781,0.696731090795805,0.870674282008295
"SMAD9",-0.284199982291017,1.44341962165152,0.69675171898954,0.870674282008295
"HLA-C",-0.0917852012505455,10.0595541651422,0.696811389907129,0.870674282008295
"HYI",-0.143436794895661,3.92234165193673,0.696894985840048,0.870697823787892
"ARK2N",0.111829040232903,3.58726204041833,0.6971720240746,0.870963024779993
"LMNTD2",-0.115915215636869,2.51436005900268,0.697269332580782,0.87100366461178
"LRP4-AS1",-0.355000997292395,1.11349399858676,0.697348312511851,0.871021403626042
"METTL16",-0.161373605224331,2.82625064563077,0.697436208695044,0.871050275135942
"ZEB1",0.124937309219159,2.87306264721267,0.697704351936399,0.871205178388697
"ENSG00000250049",-0.137794452626036,1.18919082972584,0.697782787618488,0.871205178388697
"MTARC2",0.0942742421257968,6.05760896191676,0.697794840939801,0.871205178388697
"PIGX",-0.067186600118083,4.76793496174849,0.697819408838783,0.871205178388697
"HIBADH",-0.0703249937093832,7.07348935694518,0.697922177232863,0.871247628969395
"CLTB",0.0870682574935319,6.4775885364005,0.697983003068446,0.871247628969395
